sent1,sent2,score
A close-up of a cat on a cream sofa.,A close-up of a horse.,0.0
Hollande 'threatens legal action' after affair allegations,François Hollande threatens legal action over affair claims,1.0
A boy rode his bike on top of a metal fence.,A BMX biker rides along the top of a fence.,0.0
Israeli calls to execute Palestinian captives instead of releasing them,Israel allows Palestinian prisoner release,0.0
russia ratified the amended version of the treaty. ,russia ratified the amended treaty.,1.0
"Paging Orval Faubus: ""Oregon sheriff: 'Unconstitutional' gun control laws won't be enforced""  #guncontrol #newtown",Sheriff won't enforce 'unconstitutional' gun laws,1.0
A woman puts make-up on.,A woman is putting on eyeshadow.,1.0
"International weapons experts leave Syria, Obama to make statement","Weapons experts leave Syria, U.S. prepares attack",0.0
"disregard, fail to attend to",fail to attend to.,1.0
Two years after the Egyptian Revolution... U.S gets it wrong on Egypt again -,"Opinion: U.S gets it wrong on Egypt, again",1.0
"#Obama plan: Tougher checks, no assault weapons -  - from  #guncontrol",GOP balks at gun control proposals,0.0
A man is cutting tomatoes.,A woman is cutting broccoli.,0.0
Put down by force or authority; come down on or keep down by unjust use of authority.,come down on or keep down by unjust use of one's authority.,1.0
lets assume we have % white and % black.,Imagine a place that's % white and % black.,1.0
People are walking in the garden.,One boy is talking with other man.,0.0
I would recommend asking questions in a way that doesn't require a yes or no answer.,Would you be concerned with the mind changing if he wasn't shouting and/or misbehaving?,0.0
A young girl slides down a green plastic slide on a playground.,A little girl sliding down a slide at a playground.,0.0
"in your own mind, maybe, outside of it, the word may take on a different meaning.","my brother is an alcoholic, with 2 daughters from 2 different marriages.",0.0
Terminal five is connected to the positive battery terminal.,Terminal 5 and the positive terminal are connected,1.0
People with the same business affairs in common are peacefully bound to one another.,The common economic activities create peaceful links between the people.,1.0
You don't write a dictionary first and then tell people to learn it.,No given dictionary for a language completely describes that language.,0.0
A woman is cutting an onion.,A man is chopping an onion.,0.0
big government needs to be booted out of these personal social issues.,but over the years we have sort of thrown a blanket over presidential private lives.,0.0
Tech Sector Heats Up: Google and IBM Post Strong Earnings,"Google shares soar past $1,000 on strong earnings",0.0
russia and nato member countries will hold meetings this fall on the conventional forces in europe treaty (cfe). ,russian parliament voted unanimously to suspend russia's participation in the conventional forces in europe (cfe) treaty.,0.0
what are you trying to say?,wtf are you babbling about?,1.0
The U.S. Conference Board said its latest measure of business confidence hit 60 after falling to 53 in its first quarter survey.,"The Conference Board said its measure of business confidence, which had fallen to 53 in the first quarter of 2003, improved to 60 in the most recent second quarter.",1.0
Those expressions could have slightly different meanings especially when talking about finance.,I suspect the phrase originated in the habit of drawing the internet as a cloud shape on network diagrams.,0.0
Two hurt in Bangkok shooting,Two hurt in US school shooting,0.0
Police use water cannon as India gang-rape protest turns violent,"Police fire teargas, water cannon at Istanbul protesters",0.0
2 pro-Palestinian activists arrested at B-G Airport,Dozens of 'flytilla' activists protest at Paris airport,0.0
The voltage size is 0,"Terminals 1, 2 and 3 are separated from the positive battery terminal by a gap",0.0
"Simply, it was not well thought out, and the ""unintended consequences"" are now revealing themselves.",This answer is based on the response in the comment clarifying the question.,0.0
the act of advocating or promoting something,the act of rending or ripping or splitting something.,0.0
"He will stand trial on 8 January on charges of having attended a meeting of the Tunisian opposition in France, which he denies.","It is on trial on 8 January. He is accused of having participated in a meeting of Tunisian opponents in France, which incidentally it excludes.",1.0
"In surprise visit to Afghanistan, Obama tells troops 'you inspire me'",Obama Makes Surprise Visit To Afghanistan,0.0
""" (UK fave) ""Mate, why don't skip killing people night? It's too cold."" -NYC murderers in last 9 days",Cold Wave Cut Murders in New York City Significantly,1.0
The bulb does not effect the others,there is an incomplete circuit,0.0
because bulb A was still on a closed circuit,Bulb A is still contained in a closed path with the battery.,0.0
"911sharethetruth.com,",and that's the truth.,0.0
A person is slicing a tomato.,A person is slicing some meat.,0.0
Suspicious object found in Tel Aviv not explosive device,Police treat suspicious object at Tel Aviv bus station,1.0
since a a gap does not affect the voltage of a battery,"Terminals 1, 2 and 3 are separated from the positive battery terminal by a gap",0.0
"Security experts are warning that a new mass-mailing worm is spreading widely across the Internet, sometimes posing as e-mail from the Microsoft founder.","A new worm has been spreading rapidly across the Internet, sometimes pretending to be an e-mail from Microsoft Chairman Bill Gates, antivirus vendors said Monday.",1.0
"Mr Gayssot, Greek ships have sunk without warning, when there were no storms in the vicinity.","The Greek ships have sunk, without there being the slightest storm in its neck of the woods, Mr Gayssot.",1.0
A child in blue shorts is standing ankle deep in the water.,"A little boy in blue shorts, glasses, and a coat stands in the surf.",0.0
If a switch is connected to a bulb it will still work.,If a bulb and a switch are in the same path the switch affects the bulb,0.0
"There is, of course, one crucial event, namely that a start has been made with category four and with looking at ways how we will deal with it, but it is not yet entirely clear whether we have managed to resolve this, partly because the Council refuses to have sufficient input in the attendant thought processes.","There is, of course, a very important point, is the fact that we have initiated within category four, with his approach, but we do not yet know very well if we managed to solve the problem, not least because the Council does not wish to participate enough food for thought.",1.0
hopefully we find out more as more light is shed on all of this.,"don't you follow, and want our laws to follow all of leviticus?",0.0
"our country is supposed to be a nation of laws and not men, right?",what happened to america being a nation of laws and not men?,1.0
"a large one, if it is closed it will light up but if it is open it will not",If a bulb and a switch are in the same path the switch affects the bulb,0.0
A black dog is playing in the snow.,A big black dog bares its teeth while running through the snow.,0.0
US Troops Killed in Afghan Insider Attack,NATO troops killed in Afghan 'insider attack',1.0
A man makes a call on a cell phone.,A man is making a phone call.,1.0
wonderful man ain't he?,how poor can they be?,0.0
"The boy also sprayed the room full of retardant from fire extinguishers, which made it hard to see, the chief said.","The boy fired once into a wall and sprayed the room with fire extinguishers, making it hard to see, the chief said.",1.0
"an individual or group (practitioner) or a part of their work life (work) is defined professionally by the activity that they typically engage in. alternatively, the activity may be indicated by a salient_entity conventionally associated with it.",the discipline that records and interprets past events involving human beings;,0.0
The voltage has the same electrical state between any two terminals.,"Terminals 1, 2 and 3 are separated from the positive battery terminal by a gap",0.0
"however, there is no drama that he was involved with anna chapman or any other honey pot involved with russian or us mafias.","police are convinced that there are people who know something, but no one has come forward with any information.",0.0
"Mr. Heatley, who suffered a broken jaw and torn knee ligaments, faces several charges.",Heatley underwent surgery Saturday for a broken jaw and an MRI found two torn ligaments in his right knee.,0.0
"Most English words have roots in Indo-European, either through original Germanic or through borrowed Latin, French, or Greek words.","As you can probably guess, there are several ways to determine the etymology of words.",0.0
Muslim Brotherhood supporter dies in Cairo clash,Muslim Brotherhood supporters die in Egypt clashes,1.0
"What's wrong with the Boeing Dreamliner? "". Airlines must be SO happy!",What's wrong with the Dreamliner?,1.0
notable or famous persons (real or fictional),a well-known or notable person.,1.0
Be honest about how everyone has flaws and makes mistakes.,A good question might be some things not to buy.,0.0
New Italy government to be sworn in,Italian premier to be sworn in today,0.0
"The military said it had killed 12 rebels and captured nine in the campaign so far, for the loss of six soldiers wounded.","The military said it had killed 16 rebels and captured nine in the campaign so far, with one soldier killed and six wounded.",0.0
The gap seperates the positive and negative charges,"Terminals 1, 2 and 3 are separated from the positive battery terminal by a gap",0.0
"the spatial, geometric contour of an object",the set of elements common to two or more sets.,0.0
A man plays the guitar.,The man sang and played his guitar.,0.0
Eric Gagne pitched a perfect ninth for his 23rd save in as many opportunities.,Gagne struck out two in a perfect ninth inning for his 23rd save.,1.0
"Kerry to visit Jordan, Israel-Palestinian peace on agenda",Kerry postpones visit to Israel in one week,0.0
Swiss vote on highest minimum wage,Swiss cast ballots on world's highest minimum wage,1.0
Today there are two plausible ways to proceed against a deposed tyrant.,Today there are two plausible ways to proceed as regards a burden tyrant.,1.0
"The process of cultivating the land, possibly as a way of life.",agriculture considered as an occupation or way of life.,1.0
Because there is no gap between terminal 4 and the positive terminal,There is no gap between terminal 4 and the positive terminal,1.0
"Casting: Lindsay Lohan, careening debt and porn stars. What could go wrong? What Happens When You Hire LL.",Here Is What Happens When You Cast Lindsay Lohan in Your Movie,0.0
A man is tying his shoe.,A dog is riding on a bicyclists shoulders.,0.0
Inflation is caused by money supply growing faster than the rate of economic growth.,The standard terms of left and right politics originate from the seating arrangement of the French National Assembly of 1789.,0.0
A child soccer player runs for a ball near the goal.,A young boy runs towards a blue soccer ball in front of a goal.,0.0
"6.3-magnitude quake hits Kepulauan Barat Daya, Indonesia -- USGS","5.2-magnitude quake hits Papua, Indonesia",0.0
"It's possible that your cat, like some people, has simply gotten more finicky with age.","As far as I'm aware of, it's instinctual, to avoid contamination.",0.0
Mayor Joe T. Parker said late Thursday that the three workers were two men and a woman who were inside the building when the first blast occurred.,"The missing workers, two men and a woman, were inside the building when the first blast occurred, Mayor Joe T. Parker said.",1.0
China's troubled Xinjiang hit by more violence,China's online population rises to 618 mln,0.0
"When Pills Fail, This Option Provides a Cure For C-Diff","Disgusting, Maybe, but Treatment Works, Study Finds",0.0
A person is climbing a snowy mountain.,The person is in the snowy mountains.,0.0
separate (as if) by passing through a sieve,separate by passing through a sieve or other straining device to separate out coarser elements.,1.0
"Thank you very much, Commissioner.","Thank you very much, Mr Commissioner.",1.0
the essence or gist of something,the disadvantage that results from losing something.,0.0
"In French, all the words are the same if they refer to the same animal or product.",Here is a funny clip from a dramatization of a Japanese class: Nihonjin no Shiranai Nihongo episode 1 clips.,0.0
the bulb terminal and the negative battery terminal are separated by a gap,there is no gap between the terminals,0.0
there's no such thing as arguing for peace rather than a the continuation of a morbid death cult.,these sanctions in place will not harm the iranians intention to build nuclear weapons..,0.0
cause to be in a state or location,put into a certain place or abstract location.,0.0
"Israelis, Palestinians resume talks in US","Israelis, Palestinians begin talks",1.0
someone you aspire to (not want to be them but someone who your admire and have respect for) e.g.,i think you need to look at the valuation of your home year over year.,0.0
MT : NY Health Chief Defends Decision Not to Evacuate Hospitals  \\ the importance of disaster OM,New York Health Chief Defends Decision Not to Evacuate Hospitals,1.0
"They will keep the pressure on, and they are strengthening their position with the revenue they are generating from delivering mail above 150 grams.",They will continue to put pressure on the money they gain the distribution beyond the bounds of the 150 grams enables them to strengthen their position.,1.0
A orange and white cat asleep on a leather chair.,A orange and white cat laying on a blanket in a black leather chair.,1.0
'Iran will attack Tel Aviv if Israel strikes',Senior cleric: Iran will attack Tel Aviv if Israel strikes,1.0
"The broader Standard & Poor's 500 Index <.SPX> eased 7.57 points, or 0.76 percent, at 990.94.","The technology-laced Nasdaq Composite Index was down 25.36 points, or 1.53 percent, at 1,628.26.",0.0
"in theory, one could argue that the computer models are accurate, and that the real measurements have some problem.",in that speech he claimed the murder rate in flint michigan had more than doubled already.,0.0
American flag is waving.,A American flag is blowing in the wind.,1.0
I don't normally agree with former PM John Howard - but he is spot on about gun control in the US,"Op-Ed Contributor: Australia Banned Assault Weapons. America Can, Too.",0.0
A man is running.,A man is dancing.,0.0
russia is fulfilling obligations and decreasing forces. ,russia's suspension of obligations under the cfe treaty is temporary.,0.0
"Freight train derails, catches fire in Columbus, Ohio","Freight train derailment, explosion prompts evacuation",0.0
a sovereign regime and its assemblage,the sovereign and his advisers who are the governing power of a state.,1.0
"If there's no conjunction at the end of the list (and / or for example), then a comma is required.","Since et cetera means ""and so forth"", your question is very nearly identical to the serial comma question.",0.0
The act of coming to rest after a voyage.,the act of coming down to the earth (or other surface).,0.0
This just warmed my heart: Ada Bryant and Robert Haire,"Ada Bryant, Robert Haire ? Weddings",0.0
"You're ""a bunch of cells.""","I'm ""a bunch of cells.""",0.0
Pussy Riot member Alyokhina released from jail in Russia,Pussy Riot member Maria Alyokhina freed from jail,1.0
Arsenal v Stoke City ‚Äď live!,Tottenham v Manchester City ‚Äď live!,0.0
"It's a non-sequitur, which means that the conclusion ""doesn't follow"" from the premise.",It's fairly clear in this case that the problem is simply a false premise.,0.0
It increases the power of the big countries at the expense of the small countries.,This has the effect of increasing the power of the large countries to the detriment of small.,1.0
A slow loris bites a persons fingers.,A small animal is chewing on a finger.,0.0
Jacqui Weaver tells the NY Times: ?I do have friends in Australia who now refer to me as ?Hollywood Jack??,Jacki Weaver and the Lord of Greenwich Village,0.0
i really am fascinated by all these whimsical nicknames thrown out by individuals such as this.,"if you are fascinated by knives and guns, then go to a comprehensive.",0.0
"Reiterating the calls made by the European Parliament in its resolution of 16 March 2000, what initiatives does the Presidency of the European Council propose to take with a view to playing a more active role so as to guarantee the full and complete application of the UN peace plan?","As the European Parliament has called for in its resolution of 16 March 2000, that they initiatives will the presidency of the European Council intend to take to play a more active role in order to ensure the full implementation of the UN peace plan?",1.0
"""Close co-operation between law-enforcement agencies and intelligence services lie at the heart of the ongoing fight against terrorism,"" Mr Howard said.","Close cooperation between regional law enforcement agencies and intelligence services was at the heart of the fight against terrorism, he said.",1.0
China questions Japan's revision of pacifist constitution,Australia supports revision of Japanese constitution,0.0
I agree completely I am hoping he is into a second term of office.,I am hoping he is into a second term of office.,1.0
Senior Pakistani Taliban commander captured in Afghanistan,Pakistan Shi'ites demand protection from militants,0.0
The black and brown dog is playing in the yard.,The black and tan dog is chasing something he has spotted.,0.0
bulbs will be affected by switches that are in the path,If a bulb and a switch are in the same path the switch affects the bulb,1.0
"Finally, in a word, the fourth pillar devoted to equal opportunities reinforces the integrated approach to equality through gender mainstreaming and through specific guidelines.","Finally, in a word, the fourth pillar dedicated to equal opportunities reinforces the integrated approach to equality by gender mainstreaming and specific guidelines.",1.0
The two dogs are playing in the yard.,Two dogs are playing on the grass.,1.0
Shinzo Abe Selected as Japan’s Prime Minister,Shinzo Abe is Japan's prime minister,1.0
"using that range, you would see we are currently way outside the norm.","as a bank manager, you would expect him to have made a will but people are strange and he may not have done.",0.0
Russia Warns It May Not Sign Landmark UN Arms Treaty,UN closes in on landmark arms treaty,0.0
"I write in a similar vein, and sometimes face the same problem.","""the world is quite rich with events""-->Are these events related to one another?",0.0
got in and out with relative ease the last time i went.,he got bin laden from a place that bush didn't dare to go into.,0.0
imagine; form a mental picture of something,form a mental picture of something that is invisible or abstract.,1.0
Syria forces launch Aleppo attack,Syrian forces kill 54 ahead of Annan peace mission,0.0
% How much money does PP take in for abortion services?,How much is spent on abortions services?,0.0
This is ludicrous. Sheriff: I won't enforce Obama's gun laws. Really?,Sheriff won't enforce 'unconstitutional' gun laws,1.0
"Here is my question, is lance being punished for cheating or for cheating better?",Public lashes out at Armstrong,0.0
What is a girl douche?,You are a girl douche.,0.0
"Personally, I just guess, take a shot and look at my histogram and tweak as needed.","Its not linear, its a square,  so if you double the distance, you need 4 times the light.",0.0
A dog racing on a track.,A dog chases another by a tree.,0.0
"The life expectancy for boys born in 2001 was 74.4 years, up two years since 1990.","According to the report, average life expectancy has increased by nearly two years since 1990.",1.0
Two dogs playing on the beach.,two dogs running on the beach,0.0
It then appointed a task force to formulate the necessary changes in tax and spending policies.,Then he appointed a working party to make the necessary changes to the policies of public spending and fiscal policies.,1.0
"Firstly, simplification and clarification of the Treaties.","First of all, the simplification and clarification of the Treaties.",1.0
Pakistan releases American identified as FBI agent,Pakistan frees FBI agent on bail,0.0
"It is, however, main-stream Indo-Europeanist theory that the suffix * -es marks both the genitive singular and the nominative plural m/f in proto-Indo-European.",There is a paper by Pavel Caha on Lingbuzz that addresses this exact question.,0.0
"We have started to exchange ideas on this question, from which it has emerged that all the Member States want to maintain this ceiling after enlargement.","We started to have exchanges on this question, from where it arises that all the Member States wish the maintenance of this ceiling after widening.",1.0
"Mr President, I voted for the García-Margallo y Marfil report on the taxation of electronic commerce.","Mr President, I voted in favour of the García-Margallo y Marfil report, which concerns the taxation of services provided by electronic means.",1.0
When printed on a lens the f-stop is usually expressed as a ratio with a colon (i.e.,It refers to the maximum f-stop (which is defined as the ratio of focal length to effective aperture diameter).,0.0
the terminals are separated from the positive battery terminal by a gap,Terminals 1 and 2 are in the same electrical state,0.0
Bulb A is not in the same path as Bulb B and Bulb C.,each bulb is in its own path,0.0
"We need a certifiable pay as you go budget by mid-July or schools wont open in September, Strayhorn said.","Texas lawmakers must close a $185.9 million budget gap by the middle of July or the schools wont open in September, Comptroller Carole Keeton Strayhorn said Thursday.",0.0
answer - you didn't read the nyt or wapo or the internet?,all you did is demonstrate your complete ignorance.,0.0
Tokyo shares close 0.88pc lower,Singapore stocks close 0.44 pct lower,0.0
"if this is accepted as the norm, what will follow?",this is the wrong thread for this.,0.0
ya think he wanted to hire new people?,you really think he pioneered this kind of politics?,0.0
government spokesman maseko stated that if administrative papers are in order the government of south africa cannot intervene to prevent weapons from being transported through its territory to a neighboring landlocked country. ,spokesman themba maseko stated as long as administrative papers are in order south africa cannot intervene to prevent weapons being transported through south african territory to zimbabwe.,0.0
"Stocks rise early after Greek deal, then flatten",Stocks edge higher after Greek debt deal,1.0
"an injury to the skin caused by radiation, heat or chemicals",an injury caused by exposure to heat or chemicals or radiation.,1.0
A person wearing a helmet rides a bike near a white structure.,A person wearing a bike helmet rides a bike on a path through trees.,1.0
a large room,the large room of a manor or castle.,0.0
There is a relatively narrow set of people who are eligible to be wandering in the restricted areas.,The capital severely punishes people who head out to the restricted areas (e.g.,0.0
A red and blue plane flying with its landing gears down.,A WWII fighter plane with its landing gear down.,1.0
Pakistan bomb victims' families end protest,Pakistan bomb victims to be buried after protest ends,0.0
"9,000 U.S. Marines to leave Okinawa","9,000 U.S. Marines to move out of Okinawa: statement",1.0
A large jet on the ground at the airport.,A passenger jet flies through the air.,0.0
World powers and Iran to resume expert nuclear talks on Dec. 30,"Iran nuclear experts, world powers to resume talks next week",1.0
a natural physical force of drawing towards something,the force used in pulling.,0.0
but it hurt 100x worse.,but look at the other side.,0.0
set forth as an introduction or preface,set or ask for a certain price.,0.0
The act of hindering someone's plans or efforts.,an act of hindering someone's plans or efforts.,1.0
Will Cole's point #3 is the closest to an accurate answer.,There are an awful lot of contributing reasons that the wishbone is not used more often.,0.0
The number of samples that are necessary for a good parameter estimation does indeed depend on the estimation method.,"In the book ""Six Impossible Things Before Breakfast: The Evolutionary Origins of Belief"", Wolpert (2007) discusses the evolutionary origins of belief.",0.0
write all the required information,write all the required information onto a form.,1.0
"free (from restraint), let loose",a loud resonant repeating noise.,0.0
have unlawful sex with a prostitute,have unlawful sex with a whore.,1.0
"But, like the Union itself, it will be built and it will be done.","But just like the European Union itself, that will be built and that will be done.",1.0
July 18: Hurlbert files a single count of felony sexual assault against Bryant.,"Bryant, 24, has been charged with felony sexual assault.",1.0
"Internet Activist #AaronSwartz,Creator of #RSS, Is Dead at 26- Suicide. Was the pressure of pending lawsuits too much?","Aaron Swartz, Internet Activist, Dies at 26",1.0
A woman holding a newspaper.,A man rollerblading on a metal bar.,0.0
"CIA Director George Tenet said the two men were ""defined by dedication and courage.""","""[They] were defined by dedication and courage,"" said the CIA's director George Tenet.",1.0
You should be able to save both the tree and the house foundation.,"Fruit trees in poor health often are full of carpenter ants, which can do major damage to the house.",0.0
"support, sustain, bear, or be responsible for",organize or be responsible for.,1.0
"Lastly, and most controversially, the committee strongly called for the use of a fast-track procedure to implement this legislation.","Finally, and this is a more controversial topic, the Committee has called with vigour to make use of the fast-track procedure to implement this legislation.",1.0
the terminal has an electrical state between terminals,A battery uses a chemical reaction to maintain different electrical states at the terminals,0.0
mankind got 'organized'.,obama wined and dined.,0.0
(cause to) move back and forth or side to side,move back and forth or sideways.,1.0
"Mr President, we took a great deal of care over preparing the Karamanou report in the Committee on Citizens' Freedoms and Rights, Justice and Home Affairs.","Mr President, the Committee on citizens' freedoms and rights, justice and internal Affairs has prepared with great care the Karamanou report.",1.0
Generations divided over gay marriage,G20 Summit ends divided over Syria,0.0
the bulb is only connected at the negative connection.,the battery is in an open path,0.0
A women sitting in a chair at Christmas holding make up.,A train sitting on the tracks in a train yard.,0.0
"3 dead, 27 injured in SW China accident",35 dead and 165 missing in India boat accident,0.0
"That was changed in the face of criticism, especially from Ireland and France, and a different spin has now been put on it by the British Chancellor of the Exchequer: it is now being portrayed as a user charge for all, including British lorry drivers.","Faced with criticism, especially those in Ireland and France, the British Chancellor of the Exchequer gave a new interpretation of it: it is now a tax for all users, including the British drivers of heavy goods vehicles.",1.0
A surfer is riding on a breaking wave.,A surfer is riding a wave.,0.0
The cows feed in the trough.,The brown and white cows are eating in the trough.,1.0
Someone is slicing an onion.,Someoen is peeling a potato.,0.0
switch z contains a closed path with the battery,"there is still a closed path containing Switch Z, Switch X, Bulbs A and C and the battery",0.0
same path with the battery,B and C are in the same path with the battery,0.0
A tan girl in a floral bikini is swimming in dark blue waters.,a little girl in a flowered bathingsuit runs through the sand at the beach,0.0
The two dogs are running through the grass.,Three dogs run in the snow.,0.0
(Applause),"I have already replied on this point and I entirely agree with what he has said about the need to improve considerably the public debate, and I will not repeat what I said, but it is true that, all too often, citizens feel alienated to decisions that are taken in the bodies that they do not know.",0.0
Languages are not static things; they evolve with the times and the needs of the users.,The question makes no sense so I voted to close it.,0.0
an area enclosed by walls or buildings,an area wholly or partly surrounded by walls or buildings.,1.0
the international alliance did not release further details.,she then said she could not give me their number.,0.0
It would be unusual for a snake to attack a stationary person.,"I'm no herpetologist, but in my experience, snakes are in the ""you don't bug me, I won't bug you"" category.",1.0
Wikipedia has a short list of articles about LGBT groups and individuals opposed to same-sex marriage.,Wikipedia has a good breakdown of the different flavors of this argument in this article.,0.0
China mine accident kills 10,China truck accident kills 20,0.0
"The index, which measures activity in the service sector, climbed to 50.7 last month from 47.9 in March.","The Arizona-based ISM reported Monday that its non-manufacturing index rose to 50.7 last month, from 47.9 in March.",1.0
A train is moving.,A man is doing yoga.,0.0
"In the last three weeks, progress has been made in three major areas.","These last weeks, three significant progresses were made.",1.0
Dozens injured as Boeing 777 jet crash lands at San Francisco airport,Asiana Air Boeing 777 crash lands at San Francisco airport,1.0
the techniques and principles of artistic composition using paints,creating a picture with paints.,1.0
There are actually more than 2 methods of teaching a child to sleep through the night.,I think there's too many factors at play to determine the proper age to use cry it out.,0.0
"2) when i said this-- ""i think making excuses for racism is a dangerous form of racism.","5) that dlowan sees this as a personal attack is stretching far too thin-- ""i think making excuses for racism is a dangerous form of racism.",1.0
We stayed in a kibbutz at Ein Gedi which was nice.,"If you are planning on visiting/climbing Masada, it is in a convenient location close to the Dead Sea.",0.0
A man is playing two pianos.,A cat is playing a piano.,0.0
"manage, handle, or control something",direct the course of; manage or control.,1.0
"I call on Prague to respond to this signal, this challenge, this plea for dialogue, to grant our request and to ensure, together with our House, that this legacy of a nationalist era can be consigned to the past.","I would urge Prague to seize this sign, this invitation, this request for dialogue, to follow them up, and to ensure that, together with this House, these relics of a nationalist era can be abandoned.",1.0
"Zaralynda has a fantastic answer, that runs counter to my in belief the ""badness"" of iceberg lettuce for bunnies.","In short, iceberg lettuce is mostly water with little to no nutrient value.",0.0
the act of taking an offer,the act of making a proposal.,0.0
I agree with the other answer that this is a normal occurrence.,"Depending on which country you are talking about, there may be league tables for the universities in that country.",0.0
Russia Destroys Over 75% of Its Chemical Weapons Stockpile,Britain Sees Evidence Assad Could Use Chemical Weapons,0.0
Love this--Forms at the doctor's office just got fun -,Forms at the doctor's just got fun,1.0
I grill salmon that I get with the skin on.,Salmon is a great choice and it's readily available pretty much everywhere.,0.0
a male bee whose function is to fertilize the queen,stingless male bee in a colony of social bees (especially honeybees) whose sole function is to mate with the queen.,1.0
South Africans Mourn as Mandela Buried,South Africa holds state funeral for Mandela,0.0
"Two killed, 19 injured in Toronto shooting","Two dead, 7 injured in Finland shooting",0.0
Two mountain goats grazing in front of an alpine lake.,"Two animals grazing next to a mountain, and a body of water.",1.0
"Box cutters were used as a weapon by the Sept. 11, 2001, hijackers and have since been banned as carry-on items.","Box cutters were the weapons used by the 19 hijackers in the Sept. 11, 2001, attacks.",1.0
did i say i excused it?,"where does it say that, exactly?",0.0
A man is kicking a soccer ball.,A man is mixing a bowl.,0.0
"The Bishop of Armidale, Peter Brain, was forthright.","""He hasn't got much choice,"" said the Bishop of Armidale, Peter Brain.",0.0
A man with long hair is looking through a camera.,A man with sunglasses looking straight ahead.,0.0
Gunmen kill nine foreigners in Pakistan,Gunmen kill nine tourists in Pakistan,1.0
my sister is getting ready to go to uni and i really am starting to resent him for how my life is now.,"my sister is two years younger than i am, and i remember the day she came home from the hospital.",0.0
"Yes, have all the documentation of your travel prepared for each leg!",I know someone who tried to do this with a one-way ticket from Europe to the USA.,0.0
A man is playing a wooden flute while several other men play bongo drums.,A man is playing a flute.,1.0
terminal 4 is connected to the positive batterty terminal,Terminal 4 and the positive terminal are connected,1.0
Probably the best thing you can do to acclimate to the cold is to live in it.,Acclimatization isn't purely psychological; it is actually a physiologically different response based upon recent exposure and experience.,0.0
The man is riding a horse.,A woman is using a hoe.,0.0
"A young girl, in an orange dress, holding a tennis racket.",A girl in a dress holds a tennis racket.,0.0
Taliban kill 15 police in west Afghanistan,US drone kills two in eastern Afghanistan,0.0
Doctors have speculated that the body’s own estrogen protects against cell damage and improves blood flow.,Their belief was based on speculation that estrogen prevents cell damage and improves blood flow.,1.0
A brown dog is running in the snow with a smaller black dog running behind it.,A large brown dog and small black dog walk on the snow.,0.0
a rationale or reason for something,a relation that provides the foundation for something.,0.0
president bush presided over a $2.5 trillion increase in the public debt through 2008.,president obama has proposed a $634 billion down payment on a new govern*ment health care fund.,0.0
It's similar to the wind-up tech used in olden toys and watches.,I'd say the closest we have to that now would be a using a flywheel.,0.0
"He will stand trial on 8 January on charges of having attended a meeting of the Tunisian opposition in France, which he denies.","It crosses the 8 January of this year. it is to have a Union of Tunisian opponents in France, which Moreover it.",1.0
"Microsoft's Windows 8 sales are OK, not great  CNNMoney",Microsoft's Windows 8 sales are big -- just not big enough,1.0
"In addition, primary care trusts (PCTs) were given star ratings for the first time this year.",Primary Care Trusts and Mental Health Trusts have also been formally rated for the first time this year.,1.0
Fortunes of Facebook may hinge on search - is this the Big Reveal?,Fortunes of Facebook May Hinge on Searches,1.0
"Helping my 11 yr old son with a project last night, I noticed he was two-spacing it.","In short, this is a disagreement based on technological generations.",0.0
You only need to bath your baby 2-3 times a week.,Baby pimples actually have little to nothing to do with cleanliness.,0.0
A woman is placing food in a pot of hot water.,A woman is frying meat.,0.0
"Dijon has a strong taste from the liquid they use in it (it's not quite vinegar, not quite wine).",So from this - http://content.karger.com/produktedb/produkte.asp?typ=pdf&file=IAA2003131004234 - it sounds like they both share IgE-reactive (http://en.wikipedia.org/wiki/Immunoglobulin_E) epitopes.,0.0
Should I just tell her how I feel?,Should I just wait it out and see how it goes?,0.0
"Today I learned ""Currently, there is no federal law that defines gun trafficking as a crime."" I am at a loss for words.",Senator Unveils Bill to Limit Semiautomatic Arms,0.0
Bulb A and B are still contained in a closed path with the battery.,If C burns out then A and B are still in a closed path with the battery,0.0
"plain text/markup language For mathematics, I think TeX/LaTeX is the way to go.",binary/plain text Other things to consider (for the future) is the movement towards standard meta-data items contained with the research articles (e.g.,0.0
"Mr President, we took a great deal of care over preparing the Karamanou report in the Committee on Citizens' Freedoms and Rights, Justice and Home Affairs.","Mr President, the Committee on Citizens' Freedoms and Rights, Justice and Internal Affairs has prepared very carefully the Karamanou report.",1.0
if it is in the closed path with the battery,When the switch and the bulb are contained in the same path,0.0
"The only other person who had not been accounted for Sunday was a man from Fort Worth, Texas.","Another person, a man from Fort Worth, Texas, also was missing.",1.0
A man is playing an electronic keyboard.,A man is playing a flute.,0.0
Trial Date Set for Egypt's Muslim Brotherhood Chief,Syria's Muslim Brotherhood faces uphill battle,0.0
Another relevant resource might be Stephen Kosslyn's Clear and to the Point.,"Not surprisingly, there's a huge load of stuff you need to consider when designing things for users.",0.0
The brown dog is about to bite a paw printed ball.,A dog with fangs revealed is about to bite a ball with paw prints on it.,0.0
A brown and white dog swims in a backyard swimming pool.,A brown and white dog is paddling through deep water in a blue container.,0.0
Iraq's future depends directly on the fate of Iraqi oil production.,Iraq's future is linked to oil production of the country.,1.0
